,comparison,doi,metric,score_earned,score_total
2736,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-F1-01D,1,1
2737,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-F1-02D,1,1
2738,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-F2-01M,2,2
2739,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-F3-01M,0,1
2740,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-F4-01M,2,2
2741,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-A1-01M,0,1
2742,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-I1-01M,1,2
2743,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-I2-01M,0,1
2744,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-I3-01M,0,1
2745,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-R1-01MD,1,4
2746,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-R1.1-01M,2,2
2747,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-R1.2-01M,1,2
2748,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-R1.3-01M,0,1
2749,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-R1.3-02D,0,1
2750,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-A1-03D,0,1
2751,http://orkg.org/orkg/resource/R226772,10.48366/r226772,FsF-A1-02M,1,1
2752,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-F1-01D,1,1
2753,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-F1-02D,1,1
2754,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-F2-01M,2,2
2755,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-F3-01M,0,1
2756,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-F4-01M,2,2
2757,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-A1-01M,0,1
2758,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-I1-01M,1,2
2759,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-I2-01M,0,1
2760,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-I3-01M,0,1
2761,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-R1-01MD,1,4
2762,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-R1.1-01M,2,2
2763,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-R1.2-01M,1,2
2764,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-R1.3-01M,0,1
2765,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-R1.3-02D,0,1
2766,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-A1-03D,0,1
2767,http://orkg.org/orkg/resource/R228158,10.48366/r228158,FsF-A1-02M,1,1
2768,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-F1-01D,1,1
2769,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-F1-02D,1,1
2770,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-F2-01M,2,2
2771,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-F3-01M,0,1
2772,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-F4-01M,2,2
2773,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-A1-01M,0,1
2774,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-I1-01M,1,2
2775,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-I2-01M,0,1
2776,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-I3-01M,0,1
2777,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-R1-01MD,1,4
2778,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-R1.1-01M,2,2
2779,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-R1.2-01M,1,2
2780,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-R1.3-01M,0,1
2781,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-R1.3-02D,0,1
2782,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-A1-03D,0,1
2783,http://orkg.org/orkg/resource/R228696,10.48366/r228696,FsF-A1-02M,1,1
2784,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-F1-01D,1,1
2785,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-F1-02D,1,1
2786,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-F2-01M,2,2
2787,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-F3-01M,0,1
2788,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-F4-01M,2,2
2789,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-A1-01M,0,1
2790,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-I1-01M,1,2
2791,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-I2-01M,0,1
2792,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-I3-01M,0,1
2793,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-R1-01MD,1,4
2794,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-R1.1-01M,2,2
2795,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-R1.2-01M,1,2
2796,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-R1.3-01M,0,1
2797,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-R1.3-02D,0,1
2798,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-A1-03D,0,1
2799,http://orkg.org/orkg/resource/R230415,10.48366/r230415,FsF-A1-02M,1,1
2800,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-F1-01D,1,1
2801,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-F1-02D,1,1
2802,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-F2-01M,2,2
2803,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-F3-01M,0,1
2804,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-F4-01M,2,2
2805,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-A1-01M,0,1
2806,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-I1-01M,1,2
2807,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-I2-01M,0,1
2808,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-I3-01M,0,1
2809,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-R1-01MD,1,4
2810,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-R1.1-01M,2,2
2811,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-R1.2-01M,1,2
2812,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-R1.3-01M,0,1
2813,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-R1.3-02D,0,1
2814,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-A1-03D,0,1
2815,http://orkg.org/orkg/resource/R234068,10.48366/r234068,FsF-A1-02M,1,1
2816,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-F1-01D,1,1
2817,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-F1-02D,1,1
2818,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-F2-01M,2,2
2819,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-F3-01M,0,1
2820,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-F4-01M,2,2
2821,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-A1-01M,0,1
2822,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-I1-01M,1,2
2823,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-I2-01M,0,1
2824,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-I3-01M,0,1
2825,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-R1-01MD,1,4
2826,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-R1.1-01M,2,2
2827,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-R1.2-01M,1,2
2828,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-R1.3-01M,0,1
2829,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-R1.3-02D,0,1
2830,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-A1-03D,0,1
2831,http://orkg.org/orkg/resource/R235512,10.48366/r235512,FsF-A1-02M,1,1
2832,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-F1-01D,1,1
2833,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-F1-02D,1,1
2834,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-F2-01M,2,2
2835,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-F3-01M,0,1
2836,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-F4-01M,2,2
2837,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-A1-01M,0,1
2838,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-I1-01M,1,2
2839,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-I2-01M,0,1
2840,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-I3-01M,0,1
2841,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-R1-01MD,1,4
2842,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-R1.1-01M,2,2
2843,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-R1.2-01M,1,2
2844,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-R1.3-01M,0,1
2845,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-R1.3-02D,0,1
2846,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-A1-03D,0,1
2847,http://orkg.org/orkg/resource/R235550,10.48366/r235550,FsF-A1-02M,1,1
2848,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-F1-01D,1,1
2849,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-F1-02D,1,1
2850,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-F2-01M,2,2
2851,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-F3-01M,0,1
2852,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-F4-01M,2,2
2853,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-A1-01M,0,1
2854,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-I1-01M,1,2
2855,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-I2-01M,0,1
2856,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-I3-01M,0,1
2857,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-R1-01MD,1,4
2858,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-R1.1-01M,2,2
2859,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-R1.2-01M,1,2
2860,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-R1.3-01M,0,1
2861,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-R1.3-02D,0,1
2862,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-A1-03D,0,1
2863,http://orkg.org/orkg/resource/R236296,10.48366/r236296,FsF-A1-02M,1,1
2864,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-F1-01D,1,1
2865,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-F1-02D,1,1
2866,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-F2-01M,1,2
2867,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-F3-01M,0,1
2868,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-F4-01M,2,2
2869,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-A1-01M,0,1
2870,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-I1-01M,1,2
2871,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-I2-01M,0,1
2872,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-I3-01M,0,1
2873,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-R1-01MD,1,4
2874,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-R1.1-01M,2,2
2875,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-R1.2-01M,1,2
2876,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-R1.3-01M,0,1
2877,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-R1.3-02D,0,1
2878,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-A1-03D,0,1
2879,http://orkg.org/orkg/resource/R239314,10.48366/r239314,FsF-A1-02M,1,1
2880,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-F1-01D,1,1
2881,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-F1-02D,1,1
2882,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-F2-01M,2,2
2883,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-F3-01M,0,1
2884,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-F4-01M,2,2
2885,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-A1-01M,0,1
2886,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-I1-01M,1,2
2887,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-I2-01M,0,1
2888,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-I3-01M,0,1
2889,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-R1-01MD,1,4
2890,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-R1.1-01M,2,2
2891,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-R1.2-01M,1,2
2892,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-R1.3-01M,0,1
2893,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-R1.3-02D,0,1
2894,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-A1-03D,0,1
2895,http://orkg.org/orkg/resource/R246267,10.48366/r246267,FsF-A1-02M,1,1
2896,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-F1-01D,1,1
2897,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-F1-02D,1,1
2898,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-F2-01M,2,2
2899,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-F3-01M,0,1
2900,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-F4-01M,2,2
2901,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-A1-01M,0,1
2902,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-I1-01M,1,2
2903,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-I2-01M,0,1
2904,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-I3-01M,0,1
2905,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-R1-01MD,1,4
2906,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-R1.1-01M,2,2
2907,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-R1.2-01M,1,2
2908,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-R1.3-01M,0,1
2909,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-R1.3-02D,0,1
2910,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-A1-03D,0,1
2911,http://orkg.org/orkg/resource/R248411,10.48366/r248411,FsF-A1-02M,1,1
2912,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-F1-01D,1,1
2913,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-F1-02D,1,1
2914,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-F2-01M,2,2
2915,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-F3-01M,0,1
2916,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-F4-01M,2,2
2917,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-A1-01M,0,1
2918,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-I1-01M,1,2
2919,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-I2-01M,0,1
2920,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-I3-01M,0,1
2921,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-R1-01MD,1,4
2922,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-R1.1-01M,2,2
2923,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-R1.2-01M,1,2
2924,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-R1.3-01M,0,1
2925,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-R1.3-02D,0,1
2926,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-A1-03D,0,1
2927,http://orkg.org/orkg/resource/R249037,10.48366/r249037,FsF-A1-02M,1,1
2928,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-F1-01D,1,1
2929,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-F1-02D,1,1
2930,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-F2-01M,2,2
2931,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-F3-01M,0,1
2932,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-F4-01M,2,2
2933,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-A1-01M,0,1
2934,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-I1-01M,1,2
2935,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-I2-01M,0,1
2936,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-I3-01M,0,1
2937,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-R1-01MD,1,4
2938,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-R1.1-01M,2,2
2939,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-R1.2-01M,1,2
2940,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-R1.3-01M,0,1
2941,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-R1.3-02D,0,1
2942,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-A1-03D,0,1
2943,http://orkg.org/orkg/resource/R250455,10.48366/r250455,FsF-A1-02M,1,1
2944,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-F1-01D,1,1
2945,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-F1-02D,1,1
2946,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-F2-01M,1,2
2947,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-F3-01M,0,1
2948,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-F4-01M,2,2
2949,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-A1-01M,0,1
2950,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-I1-01M,1,2
2951,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-I2-01M,0,1
2952,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-I3-01M,0,1
2953,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-R1-01MD,1,4
2954,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-R1.1-01M,2,2
2955,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-R1.2-01M,1,2
2956,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-R1.3-01M,0,1
2957,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-R1.3-02D,0,1
2958,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-A1-03D,0,1
2959,http://orkg.org/orkg/resource/R260009,10.48366/r260009,FsF-A1-02M,1,1
2960,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-F1-01D,1,1
2961,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-F1-02D,1,1
2962,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-F2-01M,2,2
2963,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-F3-01M,0,1
2964,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-F4-01M,2,2
2965,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-A1-01M,0,1
2966,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-I1-01M,1,2
2967,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-I2-01M,0,1
2968,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-I3-01M,0,1
2969,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-R1-01MD,1,4
2970,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-R1.1-01M,2,2
2971,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-R1.2-01M,1,2
2972,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-R1.3-01M,0,1
2973,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-R1.3-02D,0,1
2974,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-A1-03D,0,1
2975,http://orkg.org/orkg/resource/R260193,10.48366/r260193,FsF-A1-02M,1,1
2976,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-F1-01D,1,1
2977,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-F1-02D,1,1
2978,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-F2-01M,2,2
2979,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-F3-01M,0,1
2980,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-F4-01M,2,2
2981,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-A1-01M,0,1
2982,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-I1-01M,1,2
2983,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-I2-01M,0,1
2984,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-I3-01M,0,1
2985,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-R1-01MD,1,4
2986,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-R1.1-01M,2,2
2987,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-R1.2-01M,1,2
2988,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-R1.3-01M,0,1
2989,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-R1.3-02D,0,1
2990,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-A1-03D,0,1
2991,http://orkg.org/orkg/resource/R260330,10.48366/r260330,FsF-A1-02M,1,1
2992,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-F1-01D,1,1
2993,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-F1-02D,1,1
2994,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-F2-01M,2,2
2995,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-F3-01M,0,1
2996,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-F4-01M,2,2
2997,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-A1-01M,0,1
2998,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-I1-01M,1,2
2999,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-I2-01M,0,1
3000,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-I3-01M,0,1
3001,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-R1-01MD,1,4
3002,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-R1.1-01M,2,2
3003,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-R1.2-01M,1,2
3004,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-R1.3-01M,0,1
3005,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-R1.3-02D,0,1
3006,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-A1-03D,0,1
3007,http://orkg.org/orkg/resource/R261028,10.48366/r261028,FsF-A1-02M,1,1
3008,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-F1-01D,1,1
3009,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-F1-02D,1,1
3010,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-F2-01M,2,2
3011,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-F3-01M,0,1
3012,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-F4-01M,2,2
3013,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-A1-01M,0,1
3014,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-I1-01M,1,2
3015,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-I2-01M,0,1
3016,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-I3-01M,0,1
3017,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-R1-01MD,1,4
3018,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-R1.1-01M,2,2
3019,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-R1.2-01M,1,2
3020,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-R1.3-01M,0,1
3021,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-R1.3-02D,0,1
3022,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-A1-03D,0,1
3023,http://orkg.org/orkg/resource/R266339,10.48366/r266339,FsF-A1-02M,1,1
3024,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-F1-01D,1,1
3025,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-F1-02D,1,1
3026,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-F2-01M,2,2
3027,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-F3-01M,0,1
3028,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-F4-01M,2,2
3029,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-A1-01M,0,1
3030,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-I1-01M,1,2
3031,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-I2-01M,0,1
3032,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-I3-01M,0,1
3033,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-R1-01MD,1,4
3034,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-R1.1-01M,2,2
3035,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-R1.2-01M,1,2
3036,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-R1.3-01M,0,1
3037,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-R1.3-02D,0,1
3038,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-A1-03D,0,1
3039,http://orkg.org/orkg/resource/R266423,10.48366/r266423,FsF-A1-02M,1,1
3040,http://orkg.org/orkg/resource/R274032,10.48366/r274032,FsF-F1-01D,1,1
3041,http://orkg.org/orkg/resource/R274032,10.48366/r274032,FsF-F1-02D,1,1
